,polymer_dD,polymer_dP,polymer_dH,solv_dD,solv_dP,solv_dH,Mw (Da),PDI,ϕ,P (MPa),target
5108,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0217,0.1,30.48
5109,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.16232,0.1,32.57
5110,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,0.25,45.88
5111,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.00992,4.92,189.75
5112,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.2265,2.42,36.99
5113,18.3,3.6,3.03,16.06,0.22,0.47,37000.0,1.06,0.03828,0.1,247.02
5114,13.7,3.48,2.56,15.48,1.43,2.27,105000.0,2.44,0.14498,2.3,260.75
5115,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0328,3.2,172.51
5116,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.00546,7.9,199.97
5117,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.05369,6.54,197.0
5118,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.3792,0.1,142.35
5119,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.11285,0.95,160.85
5120,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.21212,0.1,21.0
5121,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.03805,1.0,32.45
5122,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.18284,0.07,12.62
5123,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0047,0.1,29.51
5124,18.3,3.6,3.03,16.8,0.19,0.95,2000000.0,1.3,0.009,0.1,29.56
5125,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0176,0.1,22.83
5126,18.3,3.6,3.03,15.89,4.11,5.7,600000.0,1.1,0.11137,0.1,241.1
5127,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.0306,0.1,115.7
5128,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.076,7.5,242.0
5129,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0516,4.08,177.66
5130,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04777,7.32,202.08
5131,18.3,3.6,3.03,15.48,7.15,7.95,100000.0,1.06,0.0695,0.1,125.8
5132,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.11713,0.32,30.29
5133,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0746,0.1,224.49
5134,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.05693,0.1,25.79
5135,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.10547,0.23,30.23
5136,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.01184,0.1,26.32
5137,18.3,3.6,3.03,14.34,0.12,0.09,1240.0,1.07,0.07532,0.1,-14.15
5138,17.5,2.82,2.73,15.89,4.11,5.7,61400.0,1.05,0.00735,0.1,-14.4
5139,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.0126,11.5,215.0
5140,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,36.68,30.1
5141,16.3,9.79,7.12,15.11,15.72,38.81,124000.0,1.49,0.32864,0.1,27.45
5142,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.1397,4.8,14.34
5143,18.3,3.6,3.03,16.8,0.19,0.95,13200000.0,1.13,0.0209,0.1,32.11
5144,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23818,18.5,21.3
5145,18.3,3.6,3.03,16.67,0.1,1.48,354000.0,1.02,0.06889,0.1,9.7
5146,17.5,2.82,2.73,16.8,0.19,0.95,113000.0,1.14,0.0865,0.1,20.4
5147,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08714,4.36,237.9
5148,18.3,3.6,3.03,16.06,0.22,0.47,14000.0,1.06,0.15645,0.1,18.65
5149,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0616,0.1,30.22
5150,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.05318,0.71,31.44
5151,18.3,3.6,3.03,15.57,10.24,6.84,7800.0,1.18,0.09309,0.1,11.43
5152,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0929,0.11,50.05
5153,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1503,0.34,24.34
5154,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1126,2.18,23.81
5155,18.3,3.6,3.03,14.52,0.14,0.16,1240.0,1.07,0.12338,0.1,10.25
5156,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06059,3.28,172.91
5157,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.07507,4.04,111.97
5158,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,16.94,51.02
5159,18.3,3.6,3.03,15.08,4.12,5.69,233000.0,1.06,0.00827,0.1,-8.6
5160,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.04638,3.53,181.25
5161,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23818,72.66,20.54
5162,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.05402,1.05,29.38
5163,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2634,3.16,5.14
5164,18.3,3.6,3.03,15.53,0.16,0.23,1240.0,1.07,0.18182,0.1,5.05
5165,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,18.24,19.29
5166,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0134,0.1,30.32
5167,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.204,0.1,23.34
5168,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.13921,1.45,65.22
5169,15.6,7.41,4.86,16.05,5.63,3.84,95000.0,1.04,0.0464,0.1,43.2
5170,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.27287,3.23,-4.18
5171,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.022,0.1,25.86
5172,18.3,3.6,3.03,16.06,0.22,0.47,297000.0,5.45,0.08348,0.1,55.58
5173,18.3,3.6,3.03,16.8,0.19,0.95,97200.0,1.06,0.08046,0.1,20.49
5174,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0944,1.98,23.58
5175,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.23754,4.9,202.61
5176,18.3,3.6,3.03,15.08,4.12,5.69,100000.0,1.06,0.1728,0.1,-20.1
5177,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,9.92,53.22
5178,18.3,3.6,3.03,15.89,4.11,5.7,600000.0,1.1,0.02069,0.1,242.7
5179,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.04759,6.41,130.0
5180,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.00572,0.1,25.02
5181,13.8,3.38,4.26,13.11,1.34,1.95,11570.0,1.15,0.07137,0.1,173.2
5182,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.04449,7.01,55.79
5183,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.23754,6.85,217.39
5184,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,4.45,52.6
5185,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0977,2.21,23.59
5186,18.3,3.6,3.03,15.3,2.65,0.56,25000.0,1.06,0.229,0.1,9.7
5187,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.15154,1.6,77.66
5188,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.2826,0.1,22.44
5189,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,25.99,20.08
5190,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.3008,0.1,17.02
5191,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1844,4.17,65.38
5192,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.05859,53.64,19.18
5193,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.20769,5.85,35.03
5194,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.08248,11.05,28.73
5195,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.21546,0.1,24.12
5196,18.3,3.6,3.03,16.06,0.22,0.47,23000.0,1.06,0.1518,0.1,29.12
5197,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.15162,1.27,-2.06
5198,13.8,3.38,4.26,15.51,10.18,6.73,44500.0,1.51,0.40143,0.1,44.0
5199,17.5,2.82,2.73,16.06,0.22,0.47,75600.0,1.05,0.00421,0.1,41.85
5200,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.08414,1.95,77.95
5201,18.3,3.6,3.03,16.67,0.1,1.48,791000.0,1.01,0.01989,0.1,160.9
5202,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0977,0.14,23.91
5203,18.3,3.6,3.03,16.8,0.19,0.95,90000.0,1.04,0.18939,0.1,16.62
5204,18.3,3.6,3.03,14.52,0.14,0.16,1240.0,1.07,0.22572,0.1,11.65
5205,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.1245,3.67,42.29
5206,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.1768,0.6,138.33
5207,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0457,6.13,47.89
5208,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.10221,3.52,-6.0
5209,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.19234,63.74,19.2
5210,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.07483,0.1,22.9
5211,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00789,0.1,22.0
5212,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.02592,0.1,22.0
5213,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.09615,0.1,25.9
5214,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.02676,0.1,126.7
5215,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.09618,2.08,9.6
5216,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.1065,0.1,52.83
5217,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,1.62,139.88
5218,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0152,0.1,143.5
5219,18.3,3.6,3.03,16.67,0.1,1.48,43000.0,1.01,0.08715,0.1,-5.2
5220,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.1781,0.1,49.47
5221,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.29918,1.98,-3.13
5222,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.18284,0.64,11.64
5223,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.15992,5.33,164.35
5224,18.3,3.6,3.03,16.8,0.19,0.95,163000.0,1.06,0.07537,0.1,23.45
5225,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,24.42,31.07
5226,18.3,3.6,3.03,14.34,0.12,0.09,1240.0,1.07,0.14146,0.1,-11.15
5227,15.6,7.41,4.86,16.05,5.63,3.84,95000.0,1.04,0.0516,0.1,43.38
5228,15.1,3.74,3.53,15.76,9.75,19.72,470000.0,1.69,0.05648,10.5,41.0
5229,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.1152,0.1,23.64
5230,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.01548,3.95,56.66
5231,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.15197,55.31,10.78
5232,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.2046,0.1,115.4
5233,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,27.65,30.75
5234,14.0,6.51,6.76,15.11,15.72,38.81,15000.0,1.2,0.0908,0.1,119.5
5235,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0727,4.85,22.42
5236,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.29918,1.42,-2.72
5237,18.3,3.6,3.03,16.06,0.22,0.47,37000.0,1.06,0.08021,0.1,35.08
5238,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.365,0.1,140.85
5239,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,3.84,181.62
5240,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.17331,3.13,113.0
5241,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.03006,0.1,23.7
5242,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00172,4.7,192.87
5243,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23818,3.79,23.3
5244,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.08399,0.1,24.65
5245,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.0942,0.1,22.31
5246,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.16114,1.57,38.08
5247,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.17331,4.98,120.0
5248,18.3,3.6,3.03,15.57,10.24,6.84,7800.0,1.18,0.18978,0.1,13.25
5249,18.3,3.6,3.03,16.8,0.19,0.95,100000.0,1.06,0.00744,0.1,235.1
5250,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0983,0.1,23.75
5251,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.1562,3.31,6.34
5252,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0727,4.28,22.5
5253,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,33.44,19.74
5254,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.0881,0.1,24.5
5255,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.14812,4.55,-3.87
5256,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,4.29,63.92
5257,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.06,0.06704,0.1,224.03
5258,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.139,0.44,42.85
5259,16.3,9.79,7.12,15.11,15.72,38.81,124000.0,1.49,0.03183,0.1,29.81
5260,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.1705,0.1,21.7
5261,18.3,3.6,3.03,16.06,0.22,0.47,37900.0,1.01,0.08519,0.1,37.02
5262,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.04372,3.4,156.7
5263,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.1768,1.24,146.51
5264,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.04902,11.58,170.0
5265,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1388,4.93,23.5
5266,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.16224,0.1,25.0
5267,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.15154,2.83,163.74
5268,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0502,0.1,26.6
5269,17.5,2.82,2.73,15.7,4.47,6.46,61400.0,1.05,0.00571,0.1,206.5
5270,18.3,3.6,3.03,15.57,10.24,6.84,7800.0,1.18,0.06053,0.1,4.48
5271,14.0,6.51,6.76,15.11,15.72,38.81,3350.0,1.6,0.27301,0.1,239.8
5272,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.15992,3.37,107.88
5273,18.3,3.6,3.03,16.06,0.22,0.47,10200.0,1.06,0.3068,0.1,11.65
5274,18.3,3.6,3.03,16.8,0.19,0.95,335500.0,1.69,0.04368,0.1,25.06
5275,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.00206,4.62,130.0
5276,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,0.64,123.8
5277,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.2345,0.1,118.0
5278,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.13168,51.78,19.53
5279,18.3,3.6,3.03,16.8,0.19,0.95,103000.0,1.01,0.0023,0.1,14.0
5280,18.3,3.6,3.03,15.51,10.18,6.73,7800.0,1.19,0.05913,0.1,-24.75
5281,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.04239,7.29,209.35
5282,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.02153,0.1,24.73
5283,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.01608,5.1,187.53
5284,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.057,0.1,25.71
5285,18.3,3.6,3.03,14.72,0.15,0.11,1240.0,1.07,0.15808,0.1,4.05
5286,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.1432,3.39,139.5
5287,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.28201,0.1,28.21
5288,18.3,3.6,3.03,15.51,10.18,6.73,16600.0,1.05,0.1419,9.7,157.35
5289,18.3,3.6,3.03,16.59,4.81,2.08,235000.0,2.1,0.23488,0.1,49.85
5290,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.02839,0.1,20.99
5291,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.11943,0.1,25.29
5292,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.07007,1.45,155.22
5293,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.11285,3.73,181.17
5294,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.2291,2.21,63.96
5295,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.07275,7.7,53.15
5296,18.3,3.6,3.03,15.3,2.65,0.56,400000.0,1.06,0.065,0.1,30.08
5297,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.04945,0.1,22.47
5298,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.20245,0.58,141.24
5299,18.3,3.6,3.03,16.06,0.22,0.47,200000.0,1.06,0.05719,0.1,226.73
5300,18.3,3.6,3.03,16.8,0.19,0.95,600000.0,1.1,0.03766,0.1,28.22
5301,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.15784,86.0,20.36
5302,17.5,2.82,2.73,16.67,0.1,1.48,31200.0,1.2,0.00681,0.1,-4.7
5303,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,61.78,18.38
5304,18.3,3.6,3.03,15.26,14.41,5.54,22000.0,1.03,0.16084,1.39,79.95
5305,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.14197,10.0,22.78
5306,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,10.83,51.89
5307,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,7.1,51.63
5308,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.042,0.1,5.85
5309,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.10221,2.9,70.95
5310,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.0241,0.1,116.6
5311,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.05369,8.44,212.14
5312,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.03611,8.38,206.68
5313,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.01608,1.56,162.71
5314,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.04812,2.0,56.94
5315,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.2199,0.1,23.48
5316,18.3,3.6,3.03,17.49,0.16,0.04,90000.0,1.04,0.08396,0.1,8.1
5317,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.09746,5.0,179.99
5318,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.11377,1.81,38.44
5319,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.0757,5.1,180.0
5320,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.05069,47.85,45.25
5321,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.11285,7.36,209.71
5322,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.01192,0.1,23.0
5323,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,3.83,55.2
5324,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,6.57,20.55
5325,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,12.62,53.83
5326,13.8,3.38,4.26,13.81,0.19,0.17,16370.0,1.11,0.01552,0.1,156.1
5327,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.0194,0.1,117.4
5328,18.3,3.6,3.03,15.48,7.15,7.95,190000.0,1.04,0.0469,0.1,27.18
5329,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.20245,2.68,70.66
5330,18.3,3.6,3.03,16.8,0.19,0.95,25000.0,1.06,0.058,0.1,6.45
5331,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.208,0.1,116.6
5332,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.1772,0.1,35.69
5333,17.5,2.82,2.73,16.8,0.19,0.95,61400.0,1.05,0.08962,0.1,217.7
5334,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,12.75,19.78
5335,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.11749,3.73,181.24
5336,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.23754,3.85,192.71
5337,13.7,3.48,2.56,15.12,0.15,0.21,60360.0,2.57,0.06029,7.2,199.99
5338,16.3,9.79,7.12,15.11,15.72,38.81,88200.0,1.8,5e-05,0.1,36.4
5339,18.3,3.6,3.03,17.49,0.16,0.04,270000.0,2.0,0.216,0.1,-0.15
5340,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.0085,0.1,49.47
5341,18.3,3.6,3.03,16.8,0.19,0.95,670000.0,1.1,0.05582,0.1,28.01
5342,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04261,6.67,196.95
5343,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.21249,9.85,22.54
5344,14.0,6.51,6.76,15.11,15.72,38.81,15000.0,1.2,0.00178,0.1,270.0
5345,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.1326,2.45,66.8
5346,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.07016,70.0,20.26
5347,18.3,3.6,3.03,16.67,0.1,1.48,354000.0,1.02,0.01427,0.1,164.9
5348,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.29918,4.44,-4.92
5349,15.6,7.41,4.86,17.31,5.07,12.86,280000.0,1.06,0.00561,0.1,75.57
5350,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.2057,0.1,20.19
5351,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.2304,0.1,22.66
5352,18.3,3.6,3.03,15.08,4.12,5.69,100000.0,1.06,0.08485,0.1,148.9
5353,18.3,3.6,3.03,15.26,14.41,5.54,22000.0,1.03,0.08125,2.6,73.5
5354,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,6.02,51.99
5355,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.15162,4.14,-4.21
5356,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.121,0.1,49.68
5357,18.3,3.6,3.03,16.8,0.19,0.95,335500.0,1.69,0.02908,0.1,25.15
5358,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.07882,0.65,9.27
5359,18.3,3.6,3.03,17.49,0.16,0.04,90000.0,1.04,0.0332,0.1,7.6
5360,18.3,3.6,3.03,16.8,0.19,0.95,123000.0,1.06,0.105,0.1,21.45
5361,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.13921,1.09,67.95
5362,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.21546,40.0,20.48
5363,18.3,3.6,3.03,15.7,4.47,6.46,233000.0,1.06,0.08906,0.1,221.8
5364,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,1.32,54.18
5365,13.8,3.38,4.26,13.81,0.19,0.17,16370.0,1.11,0.01216,0.1,155.4
5366,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.14756,5.14,192.36
5367,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.1425,0.1,26.0
5368,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.2221,5.4,206.0
5369,18.3,3.6,3.03,16.8,0.19,0.95,527000.0,1.08,0.04828,0.1,28.05
5370,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06789,2.48,167.96
5371,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.2443,0.1,118.1
5372,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,1.46,30.26
5373,18.3,3.6,3.03,16.67,0.1,1.48,791000.0,1.01,0.04193,0.1,160.9
5374,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0929,3.92,48.78
5375,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.12794,1.12,12.12
5376,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.07629,1.56,38.15
5377,18.3,3.6,3.03,15.88,3.86,5.39,600000.0,1.1,0.09244,0.1,266.1
5378,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0009,0.1,23.74
5379,18.3,3.6,3.03,15.89,4.11,5.7,600000.0,1.1,0.00836,0.1,244.1
5380,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0542,0.1,26.19
5381,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2867,2.41,4.62
5382,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0803,0.1,23.83
5383,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.01032,13.79,150.0
5384,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.13921,0.59,74.54
5385,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.22894,0.1,29.08
5386,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.23983,5.25,12.83
5387,15.1,7.69,5.38,16.67,0.1,1.48,124800.0,2.37,0.03843,27.8,251.8
5388,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.20769,0.24,36.5
5389,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.20245,1.86,154.99
5390,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.14505,3.86,63.09
5391,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.11012,0.19,30.31
